,Council,City
1602,Alpine S  ,Kergunyah
1603,Bass Coast S  ,Kernot
1604,Macedon Ranges S  ,Kerrie
1605,Whitehorse C  ,Kerrimuir
1606,Murrindindi S  ,Kerrisdale
1607,Mansfield S  ,Kevington
1608,Boroondara C  ,Kew
1609,Boroondara C  ,Kew
1610,Horsham RC  ,Kewell
1611,Yarriambiack S  ,Kewell
1612,Greater Dandenong C  ,Keysborough
1613,Greater Shepparton C  ,Kialla
1614,Greater Shepparton C  ,Kialla
1615,Greater Shepparton C  ,Kialla
1616,Hindmarsh S  ,Kiata
1617,Indigo S  ,Kiewa
1618,Bass Coast S  ,Kilcunda
1619,Glenelg S  ,Killara
1620,Wodonga RC  ,Killara
1621,Moyne S  ,Killarney
1622,Wangaratta RC  ,Killawarra
1623,Murrindindi S  ,Killingworth
1624,Wellington S  ,Kilmany
1625,Mitchell S  ,Kilmore
1626,Mitchell S  ,Kilmore
1627,Maroondah C  ,Kilsyth
1628,Yarra Ranges S  ,Kilsyth
1629,Maroondah C  ,Kilsyth
1630,Greater Bendigo C  ,Kimbolton
1631,Wangaratta RC  ,King
1632,Murrindindi S  ,Kinglake
1633,Nillumbik S  ,Kinglake
1634,Murrindindi S  ,Kinglake
1635,Nillumbik S  ,Kinglake
1636,Murrindindi S  ,Kinglake
1637,Nillumbik S  ,Kinglake
1638,Whittlesea C  ,Kinglake
1639,Loddon S  ,Kingower
1640,Brimbank C  ,Kings
1641,Darebin C  ,Kingsbury
1642,Hepburn S  ,Kingston
1643,Maribyrnong C  ,Kingsville
1644,Hobsons Bay C  ,Kingsville
1645,Buloke S  ,Kinnabulla
1646,Loddon S  ,Kinypanial
1647,Moyne S  ,Kirkstall
1648,Strathbogie S  ,Kirwins
1649,Strathbogie S  ,Kithbrook
1650,Moyne S  ,Knebsworth
1651,Greater Bendigo C  ,Knowsley
1652,Knox C  ,Knoxfield
1653,Corangamite S  ,Koallah
1654,Mitchell S  ,Kobyboyn
1655,Towong S  ,Koetong
1656,Corangamite S  ,Kolora
1657,Moyne S  ,Kolora
1658,Bass Coast S  ,Kongwak
1659,South Gippsland S  ,Kongwak
1660,Sthn Grampians S  ,Konongwootong
1661,Cardinia S  ,Koo
1662,Cardinia S  ,Koo
1663,Swan Hill RC  ,Kooloonong
1664,Strathbogie S  ,Koonda
1665,Gannawarra S  ,Koondrook
1666,Moira S  ,Koonoomoo
1667,South Gippsland S  ,Koonwarra
1668,Northern Grampians S  ,Kooreh
1669,Mildura RC  ,Koorlong
1670,Latrobe C  ,Koornalla
1671,Hepburn S  ,Kooroocheang
1672,Wellington S  ,Koorool
1673,South Gippsland S  ,Koorooman
1674,Stonnington C  ,Kooyong
1675,Murrindindi S  ,Koriella
1676,Moorabool S  ,Korobeit
1677,Moyne S  ,Koroit
1678,Loddon S  ,Korong
1679,Gannawarra S  ,Koroop
1680,South Gippsland S  ,Korumburra
1681,Sth Gippsland S  ,Korumburra
1682,Hepburn S  ,Korweinguboora
1683,Moorabool S  ,Korweinguboora
1684,Campaspe S  ,Kotta
1685,Moira S  ,Kotupna
1686,Campaspe S  ,Kow
1687,Campaspe S  ,Koyuga
1688,Bass Coast S  ,Krowera
1689,South Gippsland S  ,Krowera
1690,Mildura RC  ,Kulwin
1691,Swan Hill RC  ,Kunat
1692,Mornington Peninsula S  ,Kunyung
1693,Loddon S  ,Kurraca
1694,Loddon S  ,Kurraca
1695,Loddon S  ,Kurting
1696,Melton S  ,Kurunjang
1697,Campaspe S  ,Ky
1698,Campaspe S  ,Ky
1699,Campaspe S  ,Kyabram
1700,Greater Shepparton C  ,Kyabram
1701,Gr Shepparton C  ,Kyabram
1702,Macedon Ranges S  ,Kyneton
1703,Macedon Ranges S  ,Kyneton
1704,Loddon S  ,Laanecoorie
1705,Moyne S  ,Laang
1706,Baw Baw S  ,Labertouche
1707,Whitehorse C  ,Laburnum
1708,Wangaratta RC  ,Laceby
1709,Greater Bendigo C  ,Ladys
1710,Buloke S  ,Laen
1711,Northern Grampians S  ,Laen
1712,Yarriambiack S  ,Laen
1713,Buloke S  ,Laen
1714,Buloke S  ,Laen
1715,Yarriambiack S  ,Lah
1716,Horsham RC  ,Laharum
1717,Northern Grampians S  ,Laharum
1718,Swan Hill RC  ,Lake
1719,Ararat RC  ,Lake
1720,Buloke S  ,Lake
1721,East Gippsland S  ,Lake
1722,Gannawarra S  ,Lake
1723,Glenelg S  ,Lake
1724,Moyne S  ,Lake
1725,Campaspe S  ,Lake
1726,Mansfield S  ,Lake
1727,Northern Grampians S  ,Lake
1728,Ballarat C  ,Lake
1729,Pyrenees S  ,Lake
1730,Hindmarsh S  ,Lake
1731,Nthn Grampians S  ,Lake
1732,Loddon S  ,Lake
1733,Buloke S  ,Lake
1734,Gannawarra S  ,Lake
1735,Loddon S  ,Lake
1736,Benalla RC  ,Lake
1737,Glenelg S  ,Lake
1738,Swan Hill RC  ,Lake
1739,Moira S  ,Lake
1740,East Gippsland S  ,Lake
1741,East Gippsland S  ,Lake
1742,Buloke S  ,Lake
1743,Wellington S  ,Lake
1744,Ballarat C  ,Lake
1745,Pyrenees S  ,Lake
1746,East Gippsland S  ,Lakes
1747,Moorabool S  ,Lal
1748,Gannawarra S  ,Lalbert
1749,Whittlesea C  ,Lalor
1750,Pyrenees S  ,Lamplough
1751,Campaspe S  ,Lancaster
1752,Greater Shepparton C  ,Lancaster
1753,Bass Coast S  ,Lance
1754,Macedon Ranges S  ,Lancefield
1755,Pyrenees S  ,Landsborough
1756,Wellington S  ,Landsborough
1757,Northern Grampians S  ,Landsborough
1759,Pyrenees S  ,Landsborough
1760,Bass Coast S  ,Lang
1761,Cardinia S  ,Lang
1762,South Gippsland S  ,Lang
1763,Cardinia S  ,Lang
1764,Hepburn S  ,Langdons
1765,Pyrenees S  ,Langi
1766,Ararat RC  ,Langi
1767,West Wimmera S  ,Langkoop
1768,Mount Alexander S  ,Langley
1769,Frankston C  ,Langwarrin
1770,Frankston C  ,Langwarrin
1771,Greater Geelong C  ,Lara
1772,Baw Baw S  ,Lardner
1773,Colac Otway S  ,Larpent
1774,Corangamite S  ,Larralea
1775,Yarriambiack S  ,Lascelles
1776,Yarra Ranges S  ,Launching
1777,Macedon Ranges S  ,Lauriston
1778,Colac Otway S  ,Lavers
1779,Hobsons Bay C  ,Laverton
1780,Wyndham C  ,Laverton
1781,Wyndham C  ,Laverton
1782,Wyndham C  ,Laverton
1783,Buloke S  ,Lawler
1784,Yarriambiack S  ,Lawler
1785,West Wimmera S  ,Lawloit
1786,Hepburn S  ,Lawrence
1787,Loddon S  ,Leaghur
1788,Ballarat C  ,Learmonth
1789,Northern Grampians S  ,Ledcourt
1790,Greater Bendigo C  ,Leichardt
1791,Loddon S  ,Leichardt
1792,Moorabool S  ,Leigh
1793,Gannawarra S  ,Leitchville
1794,Loddon S  ,Leitchville
1795,Greater Shepparton C  ,Lemnos
1796,Wodonga RC  ,Leneva
1797,Hepburn S  ,Leonards
1798,South Gippsland S  ,Leongatha
1799,South Gippsland S  ,Leongatha
1800,South Gippsland S  ,Leongatha
1801,Greater Geelong C  ,Leopold
1802,Moorabool S  ,Lerderderg
1803,Corangamite S  ,Leslie
1804,Golden Plains S  ,Lethbridge
1805,Pyrenees S  ,Lexton
1806,Wellington S  ,Licola
1807,Mansfield S  ,Licola
1808,Wellington S  ,Licola
1809,Baw Baw S  ,Lillico
1810,Central Goldfields S  ,Lillicur
1811,Pyrenees S  ,Lillicur
1812,West Wimmera S  ,Lillimur
1813,Indigo S  ,Lilliput
1814,Yarra Ranges S  ,Lilydale
1815,Benalla RC  ,Lima
1816,Benalla RC  ,Lima
1817,Benalla RC  ,Lima
1818,Mansfield S  ,Lima
1819,Murrindindi S  ,Limestone
1820,South Gippsland S  ,Limonite
1821,East Gippsland S  ,Lindenow
1822,East Gippsland S  ,Lindenow
1823,Glenelg S  ,Lindsay
1824,Mildura RC  ,Lindsay
1825,Mildura RC  ,Linga
1826,Golden Plains S  ,Linton
1827,Swan Hill RC  ,Liparoo
1828,Corangamite S  ,Lismore
1829,Buloke S  ,Litchfield
1830,Hindmarsh S  ,Little
1831,Hepburn S  ,Little
1832,Greater Geelong C  ,Little
1833,Wyndham C  ,Little
1834,Loddon S  ,Llanelly
1835,Wellington S  ,Llowalong
1836,Bass Coast S  ,Loch
1837,South Gippsland S  ,Loch
1838,Wellington S  ,Loch
1839,Baw Baw S  ,Loch
1840,East Gippsland S  ,Lochend
1841,Campaspe S  ,Lockington
1842,Strathbogie S  ,Locksley
1843,Greater Bendigo C  ,Lockwood
1844,Greater Bendigo C  ,Lockwood
1845,Mount Alexander S  ,Lockwood
1846,Loddon S  ,Loddon
1847,Loddon S  ,Logan
1848,Northern Grampians S  ,Logan
1849,Wangaratta RC  ,Londrigan
1850,Moorabool S  ,Long
1851,Greater Bendigo C  ,Long
1852,Horsham RC  ,Longerenong
1853,Yarriambiack S  ,Longerenong
1854,Wellington S  ,Longford
1855,Greater Bendigo C  ,Longlea
1856,Baw Baw S  ,Longwarry
1857,Cardinia S  ,Longwarry
1858,Baw Baw S  ,Longwarry
1859,Strathbogie S  ,Longwood
1860,Strathbogie S  ,Longwood
1861,Surf Coast S  ,Lorne
1862,Hindmarsh S  ,Lorquon
1863,Greater Geelong C  ,Lovely
1864,Moira S  ,Lower
1865,Horsham RC  ,Lower
1866,Banyule C  ,Lower
1867,Latrobe C  ,Loy
1868,Northern Grampians S  ,Lubeck
1869,Yarriambiack S  ,Lubeck
1870,East Gippsland S  ,Lucknow
1871,Towong S  ,Lucyvale
1872,Benalla RC  ,Lurg
1873,Benalla RC  ,Lurg
1874,Wangaratta RC  ,Lurg
1875,Greater Bendigo C  ,Lyal
1876,Casey C  ,Lynbrook
1877,Casey C  ,Lyndhurst
1878,Greater Dandenong C  ,Lyndhurst
1879,Glenelg S  ,Lyons
1880,Hepburn S  ,Lyonville
1881,Knox C  ,Lysterfield
1882,Yarra Ranges S  ,Lysterfield
1883,Casey C  ,Lysterfield
1887,Moyne S  ,Macarthur
1888,Yarra Ranges S  ,Macclesfield
1889,Macedon Ranges S  ,Macedon
1890,Wellington S  ,Macks
1891,Banyule C  ,Macleod
1892,Darebin C  ,Macleod
1893,Gannawarra S  ,Macorna
1894,Loddon S  ,Macorna
1895,Gannawarra S  ,Macorna
1896,Mansfield S  ,Macs
1897,Wellington S  ,Madalya
1898,Moorabool S  ,Maddingley
1899,Ararat RC  ,Mafeking
1900,Wellington S  ,Maffra
1901,Wellington S  ,Maffra
1902,Ballarat C  ,Magpie
1903,Greater Bendigo C  ,Maiden
1904,Maribyrnong C  ,Maidstone
1905,Moyne S  ,Mailor
1906,Pyrenees S  ,Main
1907,Mornington Peninsula S  ,Main
1908,Mansfield S  ,Maindample
1909,Murrindindi S  ,Maintongoon
1910,Benalla RC  ,Major
1911,Greater Shepparton C  ,Major
1912,Central Goldfields S  ,Majorca
1913,Mount Alexander S  ,Maldon
1914,East Gippsland S  ,Mallacoota
1915,Hepburn S  ,Malmsbury
1916,Macedon Ranges S  ,Malmsbury
1917,Mount Alexander S  ,Malmsbury
1918,Stonnington C  ,Malvern
1919,Stonnington C  ,Malvern
1920,Wyndham C  ,Mambourin
1921,Swan Hill RC  ,Manangatang
1922,Greater Bendigo C  ,Mandurang
1923,Greater Bendigo C  ,Mandurang
1924,Mitchell S  ,Mangalore
1925,Strathbogie S  ,Mangalore
1926,Greater Geelong C  ,Manifold
1927,Greater Geelong C  ,Mannerim
1928,Golden Plains S  ,Mannibadar
1929,Wellington S  ,Manns
1930,East Gippsland S  ,Manorina
1931,Mansfield S  ,Mansfield
1932,East Gippsland S  ,Maramingo
1933,Greater Geelong C  ,Marcus
1934,South Gippsland S  ,Mardan
1935,Colac Otway S  ,Marengo
1936,Maribyrnong C  ,Maribyrnong
1937,Greater Shepparton C  ,Marionvale
1938,Wangaratta RC  ,Markwood
1939,Buloke S  ,Marlbed
1940,East Gippsland S  ,Marlo
1941,Northern Grampians S  ,Marnoo
1942,Northern Grampians S  ,Marnoo
1943,Northern Grampians S  ,Marnoo
1944,Greater Bendigo C  ,Marong
1945,Loddon S  ,Marong
1946,Ararat RC  ,Maroona
1947,Strathbogie S  ,Marraweeny
1948,Greater Geelong C  ,Marshall
1949,East Gippsland S  ,Marthavale
1950,Greater Shepparton C  ,Marungi
1951,Moira S  ,Marungi
1952,Central Goldfields S  ,Maryborough
1953,Cardinia S  ,Maryknoll
1954,Murrindindi S  ,Marysville
1955,Latrobe C  ,Maryvale
1956,Buloke S  ,Massey
1957,Mansfield S  ,Matlock
1958,Yarra Ranges S  ,Matlock
1959,Golden Plains S  ,Maude
1960,Mornington Peninsula S  ,McCrae
1961,Campaspe S  ,McEvoys
1962,Loddon S  ,McIntyre
1963,Horsham RC  ,McKenzie
1964,Mount Alexander S  ,McKenzies
1965,Glen Eira C  ,McKinnon
1966,Wellington S  ,McLoughlins
1967,Yarra Ranges S  ,McMahons
1968,Gannawarra S  ,McMillans
1969,Gannawarra S  ,Mead
1970,Wangaratta RC  ,Meadow
1971,Hume C  ,Meadow
1972,Gannawarra S  ,Meatian
1973,Swan Hill RC  ,Meatian
1974,South Gippsland S  ,Meeniyan
1975,Gannawarra S  ,Meering
1976,Loddon S  ,Meering
1977,Wellington S  ,Meerlieu
1978,Melbourne C  ,Melbourne
1979,Melbourne C  ,Melbourne
1980,Port Phillip C  ,Melbourne
1981,Hume C  ,Melbourne
1982,Melbourne C  ,Melbourne
1983,Melton S  ,Melton
1984,Melton S  ,Melton
1985,Melton S  ,Melton
1986,Sthn Grampians S  ,Melville
1987,East Gippsland S  ,Melwood
1988,Pyrenees S  ,Mena
1989,Kingston C  ,Mentone
1990,Cardinia S  ,Menzies
1991,Yarra Ranges S  ,Menzies
1992,Moyne S  ,Mepunga
1993,Moyne S  ,Mepunga
1994,Moyne S  ,Mepunga
1995,Mildura RC  ,Merbein
1996,Mildura RC  ,Merbein
1997,Mildura RC  ,Merbein
1998,Golden Plains S  ,Meredith
1999,Moorabool S  ,Meredith
2000,Mildura RC  ,Meringur
2001,Glenelg S  ,Merino
2002,Moreland C  ,Merlynston
2003,Whittlesea C  ,Mernda
2004,Alpine S  ,Merriang
2005,Mornington Peninsula S  ,Merricks
2006,Mornington Pen S  ,Merricks
2007,Mornington Pen S  ,Merricks
2008,Greater Shepparton C  ,Merrigum
2009,East Gippsland S  ,Merrijig
2010,Mansfield S  ,Merrijig
2011,Moorabool S  ,Merrimu
2012,Mildura RC  ,Merrinee
2013,Mansfield S  ,Merton
2014,Murrindindi S  ,Merton
2015,Mount Alexander S  ,Metcalfe
2016,Mount Alexander S  ,Metcalfe
2017,East Gippsland S  ,Metung
2018,Wellington S  ,Mewburn
2019,Greater Bendigo C  ,Mia
2020,Mitchell S  ,Mia
2021,Hume C  ,Mickleham
2022,Latrobe C  ,Mid
2023,Ararat RC  ,Middle
2024,Pyrenees S  ,Middle
2025,Port Phillip C  ,Middle
2026,South Gippsland S  ,Middle
2027,Strathbogie S  ,Miepoll
2028,West Wimmera S  ,Miga
2029,Wangaratta RC  ,Milawa
2030,Mildura RC  ,Mildura
2031,Whittlesea C  ,Mill
2032,Moorabool S  ,Millbrook
2033,Yarra Ranges S  ,Millgrove
2034,Campaspe S  ,Milloo
2035,Loddon S  ,Milloo
2036,Glenelg S  ,Milltown
2037,Gannawarra S  ,Milnes
2038,Loddon S  ,Mincha
2039,Gannawarra S  ,Mincha
2040,Ballarat C  ,Miners
2041,Corangamite S  ,Mingay
2042,Moyne S  ,Minhamite
2043,West Wimmera S  ,Minimay
2044,Ararat RC  ,Mininera
2045,Moyne S  ,Minjah
2046,Loddon S  ,Minmindie
2047,Greater Bendigo C  ,Minto
2048,Yarriambiack S  ,Minyip
2049,Wellington S  ,Miowera
2050,Swan Hill RC  ,Miralie
2051,West Wimmera S  ,Miram
2052,Latrobe C  ,Mirboo
2053,South Gippsland S  ,Mirboo
2054,South Gippsland S  ,Mirboo
2055,South Gippsland S  ,Mirboo
2056,Baw Baw S  ,Mirboo
2057,Mansfield S  ,Mirimbah
2058,Southern Grampians S  ,Mirranatwa
2059,Whitehorse C  ,Mitcham
2060,Ballarat C  ,Mitchell
2061,Northern Grampians S  ,Mitchells
2062,Strathbogie S  ,Mitchellstown
2063,Campaspe S  ,Mitiamo
2064,Loddon S  ,Mitiamo
2065,Horsham RC  ,Mitre
2066,West Wimmera S  ,Mitre
2067,East Gippsland S  ,Mitta
2068,Towong S  ,Mitta
2069,Mildura RC  ,Mittyack
2070,Horsham RC  ,Mockinya
2071,Baw Baw S  ,Modella
2072,Cardinia S  ,Modella
2073,Surf Coast S  ,Modewarre
2074,Baw Baw S  ,Moe
2075,Latrobe C  ,Moe
2076,Baw Baw S  ,Moe
2077,Latrobe C  ,Moe
2078,Surf Coast S  ,Moggs
2079,Strathbogie S  ,Moglonemby
2080,Northern Grampians S  ,Mokepilly
2081,Murrindindi S  ,Molesworth
2082,Central Goldfields S  ,Moliagul
2083,Loddon S  ,Moliagul
2084,Strathbogie S  ,Molka
2085,Hepburn S  ,Mollongghip
2086,Moorabool S  ,Mollongghip
2087,Loddon S  ,Mologa
2088,Benalla RC  ,Molyullah
2089,Yarra Ranges S  ,Monbulk
2090,Macedon Ranges S  ,Monegeetta
2091,Alpine S  ,Mongans
2092,Wellington S  ,Monomak
2093,Cardinia S  ,Monomeith
2094,Boroondara C  ,Mont
2095,Whitehorse C  ,Mont
2096,Whitehorse C  ,Mont
2097,Wellington S  ,Montgomery
2098,Banyule C  ,Montmorency
2099,Yarra Ranges S  ,Montrose
2100,Greater Geelong C  ,Moolap
2101,Northern Grampians S  ,Moolerr
2102,Central Goldfields S  ,Moolort
2103,Mount Alexander S  ,Moolort
2104,Pyrenees S  ,Moonambel
2105,Baw Baw S  ,Moondarra
2106,Latrobe C  ,Moondarra
2107,Moonee Valley C  ,Moonee
2108,Central Goldfields S  ,Moonlight
2109,Mount Alexander S  ,Moonlight
2110,Campaspe S  ,Moora
2111,Bayside C  ,Moorabbin
2112,Kingston C  ,Moorabbin
2113,Kingston C  ,Moorabbin
2114,Greater Geelong C  ,Moorabool
2115,Southern Grampians S  ,Mooralla
2116,Greater Shepparton C  ,Moorilim
2117,Strathbogie S  ,Moorilim
2118,Strathbogie S  ,Moormbool
2119,Wellington S  ,Moornapa
2120,Benalla RC  ,Moorngag
2121,Mornington Peninsula S  ,Moorooduc
2122,Yarra Ranges S  ,Mooroolbark
2123,Greater Shepparton C  ,Mooroopna
2124,Gr Shepparton C  ,Mooroopna
2127,Mitchell S  ,Moranding
2128,Whittlesea C  ,Morang
2129,Kingston C  ,Mordialloc
2130,Moreland C  ,Moreland
2131,Southern Grampians S  ,Morgiana
2132,Surf Coast S  ,Moriac
2133,Mornington Peninsula S  ,Mornington
2134,Wellington S  ,Moroka
2135,Golden Plains S  ,Morrisons
2136,Moorabool S  ,Morrisons
2137,Northern Grampians S  ,Morrl
2138,Moyne S  ,Mortlake
2139,Buloke S  ,Morton
2140,Latrobe C  ,Morwell
2141,Greater Bendigo C  ,Mosquito
2142,East Gippsland S  ,Mossiface
2143,Towong S  ,Mount
2144,Alpine S  ,Mount
2145,Hepburn S  ,Mount
2146,South Gippsland S  ,Mount
2147,Ballarat C  ,Mount
2148,Benalla RC  ,Mount
2149,Alpine S  ,Mount
2150,Mansfield S  ,Mount
2151,Wellington S  ,Mount
2152,Cardinia S  ,Mount
2153,Corangamite S  ,Mount
2154,Golden Plains S  ,Mount
2155,Greater Bendigo C  ,Mount
2156,Central Goldfields S  ,Mount
2157,Hepburn S  ,Mount
2158,Ballarat C  ,Mount
2159,Ararat RC  ,Mount
2160,Ararat RC  ,Mount
2161,Melton S  ,Mount
2162,Wyndham C  ,Mount
2163,Yarra Ranges S  ,Mount
2164,Moorabool S  ,Mount
2165,Northern Grampians S  ,Mount
2166,Greater Geelong C  ,Mount
2167,Surf Coast S  ,Mount
2168,South Gippsland S  ,Mount
2169,Sth Gippsland S  ,Mount
2170,Glenelg S  ,Mount
2171,Moorabool S  ,Mount
2172,Mornington Peninsula S  ,Mount
2173,Pyrenees S  ,Mount
2174,Yarra Ranges S  ,Mount
2175,Hepburn S  ,Mount
2176,Central Goldfields S  ,Mount
2177,Ballarat C  ,Mount
2178,Central Goldfields S  ,Mount
2179,Alpine S  ,Mount
2180,Pyrenees S  ,Mount
2181,Macedon Ranges S  ,Mount
2182,Greater Shepparton C  ,Mount
2183,Mornington Pen S  ,Mount
2184,Golden Plains S  ,Mount
2185,Surf Coast S  ,Mount
2186,Sthn Grampians S  ,Mount
2187,Ballarat C  ,Mount
2188,Hepburn S  ,Mount
2189,Glenelg S  ,Mount
2190,Ballarat C  ,Mount
2191,Colac Otway S  ,Mount
2192,Campaspe S  ,Mount
2193,Horsham RC  ,Mount
2194,Latrobe C  ,Mount
2195,East Gippsland S  ,Mount
2196,Yarra Ranges S  ,Mount
2197,Moorabool S  ,Mount
2198,Monash C  ,Mount
2199,Mansfield S  ,Mountain
2200,Baw Baw S  ,Mountain
2201,South Gippsland S  ,Mountain
2202,Southern Grampians S  ,Moutajup
2203,South Gippsland S  ,Moyarra
2204,Wangaratta RC  ,Moyhu
2205,Northern Grampians S  ,Moyreisk
2206,Ararat RC  ,Moyston
2207,Moira S  ,Muckatah
2208,Mount Alexander S  ,Muckleford
2209,Mt Alexander S  ,Muckleford
2210,Alpine S  ,Mudgeegonga
2211,Indigo S  ,Mudgegonga
2212,Monash C  ,Mulgrave
2213,Glenelg S  ,Mumbannar
2214,Moira S  ,Mundoona
2215,Wellington S  ,Munro
2216,Glenelg S  ,Muntham
2217,Southern Grampians S  ,Muntham
2218,Campaspe S  ,Murchison
2219,Greater Shepparton C  ,Murchison
2220,Gr Shepparton C  ,Murchison
2221,Gr Shepparton C  ,Murchison
2222,Golden Plains S  ,Murgheboluc
2223,Wangaratta RC  ,Murmungee
2224,Swan Hill RC  ,Murnungin
2225,Loddon S  ,Murphys
2226,Horsham RC  ,Murra
2227,Yarriambiack S  ,Murra
2228,Gannawarra S  ,Murrabit
2229,Gannawarra S  ,Murrabit
2230,Swan Hill RC  ,Murrawee
2231,Swan Hill RC  ,Murraydale
2232,Mildura RC  ,Murray-Sunset
2233,Mildura RC  ,Murrayville
2234,East Gippsland S  ,Murrindal
2235,Murrindindi S  ,Murrindindi
2236,Colac Otway S  ,Murroon
2237,Glen Eira C  ,Murrumbeena
2238,Yarriambiack S  ,Murtoa
2239,Hepburn S  ,Musk
2240,Hepburn S  ,Musk
2241,Campaspe S  ,Muskerry
2242,Buloke S  ,Myall
2243,Gannawarra S  ,Myall
2244,Glenelg S  ,Myamyn
2245,Greater Bendigo C  ,Myers
2246,Campaspe S  ,Myola
2247,Moorabool S  ,Myrniong
2248,Benalla RC  ,Myrrhee
2249,Wangaratta RC  ,Myrrhee
2250,Greater Bendigo C  ,Myrtle
2251,Mount Alexander S  ,Myrtle
2252,Wellington S  ,Myrtlebank
2253,Alpine S  ,Myrtleford
2254,Loddon S  ,Mysia
2255,Gannawarra S  ,Mystic
2256,Moira S  ,Mywee
2260,Strathbogie S  ,Nagambie
2261,Colac Otway S  ,Nalangil
2262,Greater Shepparton C  ,Nalinga
2263,Strathbogie S  ,Nalinga
2264,Wellington S  ,Nambrok
2265,Buloke S  ,Nandaly
2266,Cardinia S  ,Nangana
2267,Glenelg S  ,Nangeela
2268,Mildura RC  ,Nangiloc
2269,Campaspe S  ,Nanneella
2270,Wellington S  ,Nap
2271,Golden Plains S  ,Napoleons
2272,Cardinia S  ,Nar
2273,Cardinia S  ,Nar
2274,Murrindindi S  ,Narbethong
2275,Moyne S  ,Nareeb
2276,Southern Grampians S  ,Nareeb
2277,Glenelg S  ,Nareen
2278,Southern Grampians S  ,Nareen
2279,Buloke S  ,Nareewillock
2280,East Gippsland S  ,Nariel
2281,Towong S  ,Nariel
2282,Moira S  ,Naring
2283,Moyne S  ,Naringal
2284,Moyne S  ,Naringal
2285,Corangamite S  ,Naroghid
2286,Baw Baw S  ,Narracan
2287,Latrobe C  ,Narracan
2288,Buloke S  ,Narraport
2289,Ararat RC  ,Narrapumelap
2290,Glenelg S  ,Narrawong
2291,Casey C  ,Narre
2292,Yarra Ranges S  ,Narre
2293,Casey C  ,Narre
2294,Casey C  ,Narre
2295,Swan Hill RC  ,Narrung
2296,Moira S  ,Nathalia
2297,Horsham RC  ,Natimuk
2298,Central Goldfields S  ,Natte
2299,Northern Grampians S  ,Natte
2300,Pyrenees S  ,Natte
2301,Swan Hill RC  ,Natya
2302,Northern Grampians S  ,Navarre
2303,Pyrenees S  ,Navarre
2304,Moorabool S  ,Navigators
2305,Baw Baw S  ,Nayook
2306,Mildura RC  ,Neds
2307,Mount Alexander S  ,Neereman
2308,Baw Baw S  ,Neerim
2309,Baw Baw S  ,Neerim
2310,Baw Baw S  ,Neerim
2311,Baw Baw S  ,Neerim
2312,Baw Baw S  ,Neerim
2313,Greater Bendigo C  ,Neilborough
2314,Glenelg S  ,Nelson
2315,South Gippsland S  ,Nerrena
2316,Ararat RC  ,Nerrin
2317,Moyne S  ,Nerrin
2318,Ballarat C  ,Nerrina
2319,Pyrenees S  ,Nerring
2320,Hindmarsh S  ,Netherby
2321,West Wimmera S  ,Neuarpurr
2322,Macedon Ranges S  ,New
2323,Latrobe C  ,Newborough
2324,Loddon S  ,Newbridge
2325,Hepburn S  ,Newbury
2326,Greater Geelong C  ,Newcomb
2327,Corangamite S  ,Newfield
2328,Macedon Ranges S  ,Newham
2329,Bass Coast S  ,Newhaven
2330,Ballarat C  ,Newington
2331,East Gippsland S  ,Newlands
2332,Hepburn S  ,Newlyn
2333,Hepburn S  ,Newlyn
2334,East Gippsland S  ,Newmerella
2335,Hobsons Bay C  ,Newport
2336,Wellington S  ,Newry
2337,Mount Alexander S  ,Newstead
2338,Golden Plains S  ,Newtown
2339,Greater Geelong C  ,Newtown
2340,Hindmarsh S  ,Nhill
2341,Mildura RC  ,Nichols
2342,East Gippsland S  ,Nicholson
2343,Moonee Valley C  ,Niddrie
2344,Mansfield S  ,Nillahcootie
2345,Baw Baw S  ,Nilma
2346,Buloke S  ,Ninda
2347,Buloke S  ,Nine
2348,Loddon S  ,Nine
2349,Golden Plains S  ,Nintingbool
2350,Gannawarra S  ,Ninyeunook
2351,Moyne S  ,Nirranda
2352,Corangamite S  ,Nirranda
2353,Moyne S  ,Nirranda
2354,Moyne S  ,Nirranda
2355,Greater Dandenong C  ,Noble
2356,Gr Dandenong C  ,Noble
2357,Baw Baw S  ,Noojee
2358,Corangamite S  ,Noorat
2359,Moyne S  ,Noorat
2360,Corangamite S  ,Noorat
2361,East Gippsland S  ,Noorinbee
2362,East Gippsland S  ,Noorinbee
2363,Horsham RC  ,Noradjuha
2364,Greater Geelong C  ,Norlane
2365,Gannawarra S  ,Normanville
2366,Indigo S  ,Norong
2367,Indigo S  ,Norong
2368,Melbourne C  ,North
2369,Moonee Valley C  ,North
2370,Greater Geelong C  ,North
2371,Darebin C  ,Northcote
2372,Mitchell S  ,Northwood
2373,Ararat RC  ,Norval
2374,Monash C  ,Notting
2375,East Gippsland S  ,Nowa
2376,Pyrenees S  ,Nowhere
2377,Swan Hill RC  ,Nowie
2378,Alpine S  ,Nug
2379,Mount Alexander S  ,Nuggetty
2380,Mitchell S  ,Nulla
2381,Moyne S  ,Nullawarre
2382,Moyne S  ,Nullawarre
2383,Buloke S  ,Nullawil
2384,Moira S  ,Numurkah
2385,Manningham C  ,Nunawading
2386,Whitehorse C  ,Nunawading
2387,East Gippsland S  ,Nungurner
2388,East Gippsland S  ,Nunniong
2389,Wellington S  ,Nuntin
2390,West Wimmera S  ,Nurcoung
2391,Horsham RC  ,Nurrabiel
