Hotel_name,Hotel_city,Hotel_price,Hotel_rating
930 Big House OnTheBeach-30 metres Beach/Shops/Pub/Resturants-Leave Car Behind,Melbourne,"1,915 ",5.0
Ballarat BreakAway Short Stays -Beautiful Comfortable Accommadation.,Ballarat,234 ,4.9
Luxury 4 bedroom Townhouse in Glen Waverley,Melbourne,324 ,5.0
Sawmill Mountain Retreat- dcs retreats,Merrijig,420 ,4.5
Eureka Ski at Mount Hotham,Hotham Heights,276 ,4.7
Golf View Charm - Large two story House,Melbourne,215 ,4.0
Spacious natural light filled 4BDR house in a CENTRAL location,Melbourne,256 ,5.0
A701 TWIN TOWERS: Mt BULLER VILLAGE Ski In / SkOut,Mt Buller,582 ,5.0
Luxury Accommodation,Mildura VIC,542 ,4.9
Bluebell Apartments in Box Hill Melbourne,Melbourne,139 ,1.3
ResortStyle 4BR House with parking@Werribee,Melbourne,265 ,5.0
Keppt Holiday Cottage,Merrijig,331 ,5.0
Park Lane Apartment East Melbourne,Melbourne,387 ,4.8
Triggerplant 3-DPA,Dinner Plain,200 ,4.7
Two Truffles Cottages,Shire of Yarra Ranges,226 ,4.4
Stylish Renovated Edwardian Home in Kew.,Melbourne,180 ,5.0
GIPPSLAND HOLIDAY STAY TRARALGON,Latrobe City,203 ,5.0
The Grainger Fitzroy,Melbourne,"1,009 ",5.0
Sun Apartments - Mount Hotham,Hotham Heights,308 ,5.0
Bungunyah Apartments: Cotton,Melbourne,303 ,4.7
Well suited to families couples individuals conference and others,Ballarat,248 ,5.0
Exclusive Stays - SouthbankONE II,Melbourne,665 ,4.4
Lakes Entrance Holiday Units,Lakes Entrance,253 ,2.8
Azalea House - Family Accommodation,Warburton,334 ,3.6
SPACIOUS 3BR/2BTH CBD APT + WIFI + VIEW!,Melbourne,452 ,5.0
D118 Cawood Family Stay,Melbourne,219 ,5.0
THE WINDSOR Executive 2.5 Bedroom Freshwater Place,Melbourne,706 ,5.0
Entire house with unlimited WIFI and NETFLIX in the heart of Eastern Suburbs,Melbourne,408 ,5.0
Gifford chalet dog friendly.,Harrietville,508 ,5.0
Mulberry - Walk to MCG & Heart of Richmond,Melbourne,457 ,4.8
Cadeau at Merrijig - The Base of Mount Buller,Merrijig,468 ,4.9
Luxury Holiday House in the Inner City,Melbourne,867 ,4.8
Bristol House Accommodation UNIT,Maryborough (Victoria),179 ,4.2
Mawson 5 Family Apartment close to Ski School,Mt Buller,572 ,5.0
Himalayinn - Ski lodge or Alpine retreat,Merrijig,827 ,4.6
The Amazing Wiltshire of warehouse conversion!,Melbourne,259 ,3.3
Brunswick Getaway walking distance to bars cafes restaurants,Melbourne,165 ,5.0
Torquay Surfcoast  Victoria,Torquay (Victoria),"1,567 ",5.0
Box Hill accommodation,Melbourne,154 ,4.0
Sunny Sunday Getaway,Shire of Mitchell,203 ,5.0
Quiet Comfortable Family House in Melbourne Great Ocean RdTourist stopover舒适独栋别墅,Melbourne,207 ,4.2
Wirraway Farm-stay,Shire of Mitchell,134 ,4.9
Fire & Ice - At the base of Mt Buller,Merrijig,414 ,5.0
Alpine Edge Chalet - alpine-getaways,Dinner Plain,"1,368 ",5.0
Murmeli Falls Creek,Falls Creek,183 ,4.3
Gorgeous family retreat,Melbourne,247 ,3.3
"Red Rock of Alvie- ""Aviemore"" heavenly and hidden retreat",Shire of Colac Otway,370 ,4.5
Stay Belgravia -  9 bedroom house,Melbourne,678 ,5.0
Hawthorn Holiday House,Melbourne,280 ,3.8
Ski Break Luxury Chalet - Dinner Plain,Harrietville,849 ,5.0
Spacious Lovely 4 Bed Room Family Home,Melbourne,357 ,4.4
Boutique Stays - Brighton Abode,Melbourne,417 ,2.3
Halen's hourse,Melbourne,75 ,4.0
Queens Lakeside Apartment,Melbourne,287 ,4.8
BLAIRGOWRIE GEM .....,Blairgowrie,"1,135 ",3.8
Melbourne Luxury Villa at Doncaster,Melbourne,398 ,4.6
Luxurious apartment at Hardware Lane 3 Bed Gym Pool and many more,Melbourne,554 ,4.9
D103 Lemon tree house,Melbourne,232 ,3.8
Hudson@Stockmans Mansfield Vic,Mansfield (Victoria),847 ,5.0
Federation Square Apartments - Breathtaking View,Melbourne,311 ,5.0
Studio 4 - Saint George Accommodation,Melbourne,99 ,4.2
Chum Creek Hut,Shire of Yarra Ranges,350 ,4.8
MERINDA - minil & merinda chalets,Merrijig,527 ,4.5
Summit Ridge Alpine Lodge,Falls Creek,216 ,4.6
Spacious Lovely 5Beds home@Point Cook,Melbourne,266 ,3.8
Inner City Oasis on Buckingham,Melbourne,305 ,5.0
Alice Manor 3---New & Up market high quality,Melbourne,371 ,4.2
The Blue Barn,Daylesford,252 ,4.5
Best Western Fawkner Suites & Serviced Apartments,Melbourne,136 ,4.7
Accommodation in Melbourne,Melbourne,362 ,4.5
Toolebewang Farm Cottage,Shire of Yarra Ranges,234 ,4.5
Madam Saddler - On Fraser Clunes,Hepburn Shire,272 ,5.0
Eastern Hill Creswick,Creswick,138 ,4.4
165 On Bogong,Ballarat,250 ,4.9
Gravity Tower,Melbourne,199 ,4.4
Koovelly Garden Studio,Daylesford,232 ,4.7
Elizabethan Lodge,Melbourne,99 ,4.1
Space for all in Southbank - 3 Bedroom Apartment,Melbourne,244 ,3.1
Apple House,Melbourne,69 ,4.2
Gunyah Valley Retreat,City of Greater Bendigo,140 ,4.7
Castlemaine Central Cabin & Van Park,Castlemaine,118 ,4.4
Ballarat cottages incorporating yarrowee cottage and Admirals cottage,Ballarat,150 ,4.7
The Garden Room,Daylesford,222 ,4.5
Aparment Sky Home,Melbourne,251 ,5.0
Poets Lodge Boutique Group Stays and Events,Daylesford,"2,224 ",5.0
The home is only 30 minutes from Melbourne Airport.,Shire of Macedon Ranges,202 ,4.7
Discovery Parks – Melbourne,Melbourne,115 ,4.3
Melbourne Fitzroy Terrace,Melbourne,415 ,4.7
RiverCottage-selfcontained,Marysville (Victoria),215 ,4.2
Apple House Upper Point Cook,Melbourne,89 ,4.5
Majella Chalet alpine-getaway,Dinner Plain,"1,674 ",5.0
Large Quiet Art Deco Apt Camberwell,Melbourne,200 ,5.0
Airport Tourist Village Melbourne,Melbourne,77 ,4.4
Homely Getaways - Eighth Street Mildura,Mildura VIC,797 ,3.0
ELKHORN 17: Modern Family Accommodation - Mt Buller Village,Mt Buller,434 ,3.8
Spencer Street Apartments,Melbourne,236 ,4.5
Lake Hamilton Motor Village and Caravan Park,Hamilton (Victoria),139 ,4.5
Apartments Of Waverley,Melbourne,154 ,4.5
MARK 11 2W: Executive Accommodation - Mt. BULLER VILLAGE:,Mt Buller,631 ,3.8
The Recovery Room with Luxury Indoor Spa,Dinner Plain,778 ,4.3
Lakeview On Sycamore,Melbourne,192 ,4.8
Somerset on Elizabeth Melbourne,Melbourne,184 ,4.4
Secret Cottage,Healesville,200 ,4.6
Mornington Peninsula Retro Glamping,Rye (Victoria),173 ,4.3
Melbourne Holiday Apartments Flinders Wharf,Melbourne,176 ,4.6
MY80 Apartment located in the inner of Melbourne CBD,Melbourne,130 ,5.0
Indulge Apartments - Langtree,Mildura VIC,174 ,4.2
Orange Stay Apartments,Melbourne,201 ,4.3
Apartments @ 57 City,Melbourne,157 ,4.3
A big house for big group,Melbourne,293 ,5.0
Park Avenue - IKON Glen Waverley,Melbourne,120 ,4.3
Oaks Melbourne on Lonsdale Suites,Melbourne,120 ,4.3
Daylesford Holiday Park,Daylesford,132 ,4.1
De'Vine Escape,Shire of Yarra Ranges,182 ,4.0
Boutique Stays - Zinc 501 Port Melbourne,Melbourne,280 ,5.0
Canvas Suites on A'beckett,Melbourne,159 ,4.2
BIG4 Shepparton Park Lane Holiday Park,City of Greater Shepparton,158 ,4.2
Country Getaway Neerim South,Shire of Baw Baw,226 ,4.8
Mantra Lorne,Lorne,432 ,4.1
Lovely home,Melbourne,159 ,4.1
Boutique Stays - South Yarra Lane,Melbourne,345 ,5.0
Alexandra Tourist Park,Shire of Murrindindi,138 ,3.9
Golden Country Motel and Caravan Park,Maryborough (Victoria),141 ,3.8
Platinum City Serviced Apartments,Melbourne,177 ,4.0
Luxury Penthouse 3BDR Inner City  LRG Group  WIFI,Melbourne,"1,294 ",2.6
The Glen Family House,Melbourne,310 ,1.3
Homely Getaways @ Swanston Square,Melbourne,237 ,4.1
McKillop Geelong by Gold Star Stays,Geelong,163 ,3.7
Triggerplant 1-DPA,Dinner Plain,145 ,4.1
Frankie306,Melbourne,243 ,4.6
CBD Little Paris - StayCentral,Melbourne,234 ,4.3
Boutique Stays Sandyside- Sandringham Villa Units,Melbourne,280 ,4.3
Boutique Stays - Carlton Terrace,Melbourne,280 ,4.5
Boutique Stays - Buckingham,Melbourne,326 ,4.8
A-Line Holiday Park,City of Greater Bendigo,91 ,4.5
Boutique Stays - Somerset Terrace Townhouse in Richmond,Melbourne,290 ,5.0
Boutique Stays - Vox Terrace Prahran Apartment,Melbourne,244 ,4.0
Lifestyle Villages Traralgon,Latrobe City,98 ,4.3
Ski View 1: Funky Family Accommodation - Mt Buller Village,Mt Buller,516 ,4.4
Bacarra Heritage Cottage - 2 bed heritage home in Geelong,Greater Geelong City,267 ,5.0
Weathering Heights-Chalet In The High Country,Dinner Plain,497 ,4.8
BIG4 Dandenong Tourist Park,Melbourne,150 ,4.3
Northcote Hill - StayCentral,Melbourne,264 ,3.6
Darcy's Cottage on Piper,Kyneton,394 ,5.0
Insaa Serviced Apartments Dandenong,Dandenong,268 ,4.0
Vineyard Retreat Mildura,Mildura,550 ,4.7
Top Floor•Views•Yarraville•2 bedroom•2bathroom,Melbourne,246 ,4.3
NGV Art Centre Retreat - StayCentral,Melbourne,270 ,4.6
Boxhill民宿,Melbourne,58 ,3.0
Cottage for 1 or 20 People,Capel Sound,"1,896 ",4.5
Mansfield Holiday Park,Mansfield (Victoria),147 ,4.5
COMPLETE HOST Coventry St Apartments,Melbourne,321 ,4.4
Boutique Stays - Melrose Terrace Townhouse in North Melbourne,Melbourne,290 ,4.7
Cottage By The Bay ---Quick Response 24/7,Melbourne,"1,501 ",5.0
Superb Luxe 5BR house@Point Cook near lake,Melbourne,251 ,2.5
Your guest room in Keysborough,Melbourne,110 ,2.8
Warragul Gardens Holiday Park,Shire of Baw Baw,142 ,4.6
Blairs-DPA,Dinner Plain,242 ,4.5
Boutique Stays – Sandy Breeze 1,Melbourne,391 ,4.8
StayCentral on Little Collins,Melbourne,282 ,4.7
StayCentral on Lonsdale,Melbourne,299 ,4.5
Brunswick Vibe - StayCentral,Melbourne,270 ,3.9
Boutique Stays - The Veronica,Melbourne,495 ,4.7
Boutique Stays - Roxys Place Prahran House,Melbourne,409 ,5.0
Boutique Stays-Murrumbeena Place 1,Melbourne,381 ,4.6
Boutique Stays - Elwood Hideaway,Melbourne,541 ,4.6
StayCentral on Nott,Melbourne,270 ,2.9
London Park Resort,Melbourne,350 ,4.3
91 Stevenson Court,Yarrawonga,704 ,4.6
Smoko,Dinner Plain,242 ,4.3
Boutique Stays - Highviews,Melbourne,354 ,4.8
Quest Maribyrnong,Melbourne,149 ,4.5
Boutique Stays - Central Park South Melbourne Townhouse,Melbourne,427 ,5.0
Absinthe,Dinner Plain,458 ,4.6
Double Bridges,Dinner Plain,400 ,3.8
Belltrees,Dinner Plain,513 ,3.7
Square Bear-DPA,Dinner Plain,444 ,5.0
Classic 6BRM Villa in Melbourne,Melbourne,425 ,0.1
Cottage by the Sea ---Quick response 24/7,Capel Sound,"1,514 ",1.3
Cozy charming and affordable,Melbourne,188 ,0.1
Tooroonga Park - Yarra Valley,Shire of Yarra Ranges,331 ,5.0
Comfortable and Lovely Bodkin Cottage - Room 1,Kyneton,204 ,4.2
stand alone fully self contained spa cottage which accommodates 2 people,Melbourne,205 ,4.6
The Garden House at elevation652 at Mt Bellevue,Rural City of Wangaratta,282 ,5.0
Harvest Home Bed & Breakfast,City of Greater Shepparton,136 ,4.9
Santa Fe Ranch - peaceful getaway,Tolmie,200 ,4.9
Heathcote Views with wifi  spabath & carport,Shire of Mitchell,512 ,4.9
Hideaway in the Hills ... MillDuck StrawBale B&B,City of Greater Bendigo,254 ,5.0
"Josephine's Bed & Breakfast
Traditional in-home Bed & Breakfast",Melbourne,159 ,4.7
Casa Valeri in Warburton,Warburton,414 ,5.0
Fergusson Winery - Executive Suite,Shire of Yarra Ranges,224 ,5.0
Terminus Hotel Healesville,Healesville,182 ,4.1
casa pizzini near the green,Rural City of Wangaratta,160 ,4.0
The Mews - Charan Hills,Shire of Mitchell,205 ,4.8
Santhosa - a uniquely designed B & B,Bass Coast Shire,193 ,5.0
The Canberra Hotel - a Luxury Art Deco Oasis,Ballarat,199 ,5.0
The Oxley Estate B&B,Portarlington,253 ,4.7
Austin Rise Bed and Breakfast,Heidelberg (Melbourne),170 ,4.8
Adina Apartment Hotel Melbourne,Melbourne,161 ,4.4
Leafield Cottages,Shire of Yarra Ranges,187 ,4.7
Saladin Lodge,Narbethong,270 ,4.7
Allawah Bendigo,Bendigo,125 ,4.4
Caroline Serviced Apartments Brighton,Melbourne,225 ,4.5
Quest Wodonga,Wodonga,128 ,4.5
Blazing Stump Motel & Suites,Wodonga,165 ,4.6
Lanbruk Richmond Hill,Melbourne,170 ,4.6
Sandy Hill Serviced Apartments,Melbourne,339 ,4.7
Carlton Lygon Lodge,Melbourne,126 ,4.3
Lifestyle Apartments at Ferntree,Melbourne,157 ,4.6
Tyrian Albert Park Lake,Melbourne,272 ,4.6
Quest Burwood East,Melbourne,131 ,4.6
Quest Sale,Shire of Wellington,134 ,4.5
Avani Melbourne Box Hill Residences,Melbourne,165 ,4.5
Vue Apartments Geelong,Geelong,227 ,4.5
Quest Docklands,Melbourne,158 ,4.5
Quest Sanctuary Lakes,Melbourne,179 ,4.5
Bendigo Guesthouse,Bendigo,120 ,4.5
Quest Flemington Central,Melbourne,135 ,4.5
RNR Serviced Apartments North Melbourne,Melbourne,158 ,4.5
Oaks Melbourne on Market Hotel,Melbourne,146 ,4.4
Camberwell Serviced Apartments,Melbourne,175 ,4.4
Quest Melbourne Airport,Melbourne,149 ,4.4
Docklands Private Collection - Digital Harbour,Melbourne,129 ,4.4
Quest Bundoora,Melbourne,140 ,4.4
Quest Dandenong,Dandenong,156 ,4.4
Quest Shepparton,City of Greater Shepparton,132 ,4.3
Punthill South Yarra Grand,Melbourne,105 ,4.3
Lovely Banks - Rest and Relax,Greater Geelong City,87 ,4.6
Punthill Dandenong,Dandenong,60 ,4.1
Quest St Kilda Bayside,Melbourne,171 ,4.3
District Apartments Fitzroy,Melbourne,225 ,4.3
Comfort Inn & Apartments Dandenong,Dandenong,146 ,4.1
Park Regis Griffin Suites,Melbourne,129 ,4.2
HarbourView Apartment Hotel (now Arrow on Spencer),Melbourne,147 ,3.9
Clocktower Apartment Hotel,Melbourne,165 ,4.1
Collins Hotel,Melbourne,158 ,4.1
Sixty Two On Grey Serviced Apartments,Melbourne,145 ,4.1
Beaumont Kew Apartments,Melbourne,95 ,3.9
Knox International Hotel and Apartments,Melbourne,142 ,3.8
YTI Garden Hotel,Melbourne,104 ,3.9
Milano Serviced Apartments,Melbourne,119 ,4.0
Barkly Apartments,Melbourne,149 ,3.6
The Sebel Residences Melbourne Docklands,Melbourne,194 ,4.0
Summer Inn Holiday Apartments,Melbourne,200 ,3.8
CBD Victoria Harbour Service Apartments,Melbourne,421 ,3.4
Clunes Guest Home,Hepburn Shire,140 ,3.3
Redan Apartments,Melbourne,85 ,1.9
