Council,City
MoyneS,Mepunga
MoyneS,MepungaEast
MoyneS,MepungaWest
MilduraRC,Merbein
MilduraRC,MerbeinSouth
MilduraRC,MerbeinWest
GoldenPlainsS,Meredith
MooraboolS,Meredith
MilduraRC,Meringur
GlenelgS,Merino
MorelandC,Merlynston
WhittleseaC,Mernda
AlpineS,Merriang
MorningtonPeninsulaS,Merricks
MorningtonPenS,MerricksBeach
MorningtonPenS,MerricksNorth
GreaterSheppartonC,Merrigum
EastGippslandS,Merrijig
MansfieldS,Merrijig
MooraboolS,Merrimu
MilduraRC,Merrinee
MansfieldS,Merton
MurrindindiS,Merton
MountAlexanderS,Metcalfe
MountAlexanderS,MetcalfeEast
EastGippslandS,Metung
WellingtonS,MewburnPark
GreaterBendigoC,MiaMia
MitchellS,MiaMia
HumeC,Mickleham
LatrobeC,MidValley
AraratRC,MiddleCreek
PyreneesS,MiddleCreek
PortPhillipC,MiddlePark
SouthGippslandS,MiddleTarwin
StrathbogieS,Miepoll
WestWimmeraS,MigaLake
WangarattaRC,Milawa
MilduraRC,Mildura
WhittleseaC,MillPark
MooraboolS,Millbrook
YarraRangesS,Millgrove
CampaspeS,Milloo
LoddonS,Milloo
GlenelgS,Milltown
GannawarraS,MilnesBridge
LoddonS,Mincha
GannawarraS,MinchaWest
BallaratC,MinersRest
CorangamiteS,Mingay
MoyneS,Minhamite
WestWimmeraS,Minimay
AraratRC,Mininera
MoyneS,Minjah
LoddonS,Minmindie
GreaterBendigoC,Minto
YarriambiackS,Minyip
WellingtonS,Miowera
SwanHillRC,Miralie
WestWimmeraS,Miram
LatrobeC,Mirboo
SouthGippslandS,Mirboo
SouthGippslandS,MirbooEast
SouthGippslandS,MirbooNorth
BawBawS,MirbooSouth
MansfieldS,Mirimbah
SouthernGrampiansS,Mirranatwa
WhitehorseC,Mitcham
BallaratC,MitchellPark
NorthernGrampiansS,MitchellsHill
StrathbogieS,Mitchellstown
CampaspeS,Mitiamo
LoddonS,Mitiamo
HorshamRC,Mitre
WestWimmeraS,Mitre
EastGippslandS,MittaMitta
TowongS,MittaMitta
MilduraRC,Mittyack
HorshamRC,Mockinya
BawBawS,Modella
CardiniaS,Modella
SurfCoastS,Modewarre
BawBawS,Moe
LatrobeC,Moe
BawBawS,MoeSouth
LatrobeC,MoeSouth
SurfCoastS,MoggsCreek
StrathbogieS,Moglonemby
NorthernGrampiansS,Mokepilly
MurrindindiS,Molesworth
CentralGoldfieldsS,Moliagul
LoddonS,Moliagul
StrathbogieS,Molka
HepburnS,Mollongghip
MooraboolS,Mollongghip
LoddonS,Mologa
BenallaRC,Molyullah
YarraRangesS,Monbulk
MacedonRangesS,Monegeetta
AlpineS,MongansBridge
WellingtonS,Monomak
CardiniaS,Monomeith
BoroondaraC,MontAlbert
WhitehorseC,MontAlbert
WhitehorseC,MontAlbertNorth
WellingtonS,Montgomery
BanyuleC,Montmorency
YarraRangesS,Montrose
GreaterGeelongC,Moolap
NorthernGrampiansS,Moolerr
CentralGoldfieldsS,Moolort
MountAlexanderS,Moolort
PyreneesS,Moonambel
BawBawS,Moondarra
LatrobeC,Moondarra
MooneeValleyC,MooneePonds
CentralGoldfieldsS,MoonlightFlat
MountAlexanderS,MoonlightFlat
CampaspeS,Moora
BaysideC,Moorabbin
KingstonC,Moorabbin
KingstonC,MoorabbinAirport
GreaterGeelongC,Moorabool
SouthernGrampiansS,Mooralla
GreaterSheppartonC,Moorilim
StrathbogieS,Moorilim
StrathbogieS,MoormboolWest
WellingtonS,Moornapa
BenallaRC,Moorngag
MorningtonPeninsulaS,Moorooduc
YarraRangesS,Mooroolbark
GreaterSheppartonC,Mooroopna
GreaterSheppartonC,MooroopnaNorth
MitchellS,Moranding
WhittleseaC,MorangSouth
KingstonC,Mordialloc
MorelandC,Moreland
SouthernGrampiansS,Morgiana
SurfCoastS,Moriac
MorningtonPeninsulaS,Mornington
WellingtonS,Moroka
GoldenPlainsS,Morrisons
MooraboolS,Morrisons
NorthernGrampiansS,MorrlMorrl
MoyneS,Mortlake
BulokeS,MortonPlains
LatrobeC,Morwell
GreaterBendigoC,MosquitoCreek
EastGippslandS,Mossiface
TowongS,MountAlfred
AlpineS,MountBeauty
HepburnS,MountBeckworth
SouthGippslandS,MountBest
BallaratC,MountBolton
BenallaRC,MountBruno
AlpineS,MountBuffalo
MansfieldS,MountBuller
WellingtonS,MountBuller
CardiniaS,MountBurnett
CorangamiteS,MountBute
GoldenPlainsS,MountBute
GreaterBendigoC,MountCamel
CentralGoldfieldsS,MountCameron
HepburnS,MountCameron
BallaratC,MountClear
AraratRC,MountCole
AraratRC,MountColeCreek
MeltonS,MountCottrell
WyndhamC,MountCottrell
YarraRangesS,MountDandenong
MooraboolS,MountDoran
NorthernGrampiansS,MountDryden
GreaterGeelongC,MountDuneed
SurfCoastS,MountDuneed
SouthGippslandS,MountEccles
SthGippslandS,MountEcclesSouth
GlenelgS,MountEckersley
MooraboolS,MountEgerton
MorningtonPeninsulaS,MountEliza
PyreneesS,MountEmu
YarraRangesS,MountEvelyn
HepburnS,MountFranklin
CentralGoldfieldsS,MountGlasgow
BallaratC,MountHelen
CentralGoldfieldsS,MountHooghly
AlpineS,MountHotham
PyreneesS,MountLonarch
MacedonRangesS,MountMacedon
GreaterSheppartonC,MountMajor
MorningtonPenS,MountMartha
GoldenPlainsS,MountMercer
SurfCoastS,MountMoriac
SthnGrampiansS,MountNapier
BallaratC,MountPleasant
HepburnS,MountProspect
GlenelgS,MountRichmond
BallaratC,MountRowan
ColacOtwayS,MountSabine
CampaspeS,MountScobie
HorshamRC,MountTalbot
LatrobeC,MountTassie
EastGippslandS,MountTaylor
YarraRangesS,MountToolebewong
MooraboolS,MountWallace
MonashC,MountWaverley
MansfieldS,MountainBay
BawBawS,MountainView
SouthGippslandS,MountainView
SouthernGrampiansS,Moutajup
SouthGippslandS,Moyarra
WangarattaRC,Moyhu
NorthernGrampiansS,Moyreisk
AraratRC,Moyston
MoiraS,Muckatah
MountAlexanderS,Muckleford
MtAlexanderS,MucklefordSouth
AlpineS,Mudgeegonga
IndigoS,Mudgegonga
MonashC,Mulgrave
GlenelgS,Mumbannar
MoiraS,Mundoona
WellingtonS,Munro
GlenelgS,Muntham
SouthernGrampiansS,Muntham
CampaspeS,Murchison
GreaterSheppartonC,Murchison
GreaterSheppartonC,MurchisonEast
GreaterSheppartonC,MurchisonNorth
GoldenPlainsS,Murgheboluc
WangarattaRC,Murmungee
SwanHillRC,Murnungin
LoddonS,MurphysCreek
HorshamRC,MurraWarra
YarriambiackS,MurraWarra
GannawarraS,Murrabit
GannawarraS,MurrabitWest
SwanHillRC,Murrawee
SwanHillRC,Murraydale
MilduraRC,Murray-Sunset
MilduraRC,Murrayville
EastGippslandS,Murrindal
MurrindindiS,Murrindindi
ColacOtwayS,Murroon
GlenEiraC,Murrumbeena
YarriambiackS,Murtoa
HepburnS,Musk
HepburnS,MuskVale
CampaspeS,Muskerry
BulokeS,Myall
GannawarraS,Myall
GlenelgS,Myamyn
GreaterBendigoC,MyersFlat
CampaspeS,Myola
MooraboolS,Myrniong
BenallaRC,Myrrhee
WangarattaRC,Myrrhee
GreaterBendigoC,MyrtleCreek
MountAlexanderS,MyrtleCreek
WellingtonS,Myrtlebank
AlpineS,Myrtleford
LoddonS,Mysia
GannawarraS,MysticPark
MoiraS,Mywee
StrathbogieS,Nagambie
ColacOtwayS,Nalangil
GreaterSheppartonC,Nalinga
StrathbogieS,Nalinga
WellingtonS,Nambrok
BulokeS,Nandaly
CardiniaS,Nangana
GlenelgS,Nangeela
MilduraRC,Nangiloc
CampaspeS,Nanneella
WellingtonS,NapNapMarra
GoldenPlainsS,Napoleons
CardiniaS,NarNarGoon
CardiniaS,NarNarGoonNorth
MurrindindiS,Narbethong
MoyneS,Nareeb
SouthernGrampiansS,Nareeb
GlenelgS,Nareen
SouthernGrampiansS,Nareen
BulokeS,Nareewillock
EastGippslandS,NarielValley
TowongS,NarielValley
MoiraS,Naring
MoyneS,Naringal
MoyneS,NaringalEast
CorangamiteS,Naroghid
BawBawS,Narracan
LatrobeC,Narracan
BulokeS,Narraport
AraratRC,NarrapumelapSouth
GlenelgS,Narrawong
CaseyC,NarreWarren
YarraRangesS,NarreWarrenEast
CaseyC,NarreWarrenNorth
CaseyC,NarreWarrenSouth
SwanHillRC,Narrung
MoiraS,Nathalia
HorshamRC,Natimuk
CentralGoldfieldsS,NatteYallock
NorthernGrampiansS,NatteYallock
PyreneesS,NatteYallock
SwanHillRC,Natya
NorthernGrampiansS,Navarre
PyreneesS,Navarre
MooraboolS,Navigators
BawBawS,Nayook
MilduraRC,NedsCorner
MountAlexanderS,Neereman
BawBawS,Neerim
BawBawS,NeerimEast
BawBawS,NeerimJunction
BawBawS,NeerimNorth
BawBawS,NeerimSouth
GreaterBendigoC,Neilborough
GlenelgS,Nelson
SouthGippslandS,Nerrena
AraratRC,NerrinNerrin
MoyneS,NerrinNerrin
BallaratC,Nerrina
PyreneesS,Nerring
HindmarshS,Netherby
WestWimmeraS,Neuarpurr
MacedonRangesS,NewGisborne
LatrobeC,Newborough
LoddonS,Newbridge
HepburnS,Newbury
GreaterGeelongC,Newcomb
CorangamiteS,Newfield
MacedonRangesS,Newham
BassCoastS,Newhaven
BallaratC,Newington
EastGippslandS,NewlandsArm
HepburnS,Newlyn
HepburnS,NewlynNorth
EastGippslandS,Newmerella
HobsonsBayC,Newport
WellingtonS,Newry
MountAlexanderS,Newstead
GoldenPlainsS,Newtown
GreaterGeelongC,Newtown
HindmarshS,Nhill
MilduraRC,NicholsPoint
EastGippslandS,Nicholson
MooneeValleyC,Niddrie
MansfieldS,Nillahcootie
BawBawS,Nilma
BulokeS,Ninda
BulokeS,NineMile
LoddonS,NineMile
GoldenPlainsS,Nintingbool
GannawarraS,Ninyeunook
MoyneS,Nirranda
CorangamiteS,NirrandaEast
MoyneS,NirrandaEast
MoyneS,NirrandaSouth
GreaterDandenongC,NoblePark
GrDandenongC,NobleParkNorth
BawBawS,Noojee
CorangamiteS,Noorat
MoyneS,Noorat
CorangamiteS,NooratEast
EastGippslandS,Noorinbee
EastGippslandS,NoorinbeeNorth
HorshamRC,Noradjuha
GreaterGeelongC,Norlane
GannawarraS,Normanville
IndigoS,Norong
IndigoS,NorongCentral
MelbourneC,NorthMelbourne
MooneeValleyC,NorthMelbourne
GreaterGeelongC,NorthShore
DarebinC,Northcote
MitchellS,Northwood
AraratRC,Norval
MonashC,NottingHill
EastGippslandS,NowaNowa
PyreneesS,NowhereCreek
SwanHillRC,Nowie
AlpineS,NugNug
MountAlexanderS,Nuggetty
MitchellS,NullaVale
MoyneS,Nullawarre
MoyneS,NullawarreNorth
BulokeS,Nullawil
MoiraS,Numurkah
ManninghamC,Nunawading
WhitehorseC,Nunawading
EastGippslandS,Nungurner
EastGippslandS,Nunniong
WellingtonS,Nuntin
WestWimmeraS,Nurcoung
HorshamRC,Nurrabiel
EastGippslandS,Nurran
NillumbikS,Nutfield
SwanHillRC,Nyah
SwanHillRC,NyahWest
BulokeS,Nyarrin
EastGippslandS,Nyerimilang
BawBawS,Nyora
CardiniaS,Nyora
SouthGippslandS,Nyora
SwanHillRC,Nyrraby
MorelandC,OakPark
HumeC,OaklandsJunction
MonashC,Oakleigh
MonashC,OakleighEast
KingstonC,OakleighSouth
MonashC,OakleighSouth
GannawarraS,Oakvale
EastGippslandS,OceanGrange
WellingtonS,OceanGrange
GreaterGeelongC,OceanGrove
CardiniaS,Officer
CardiniaS,OfficerSouth
TowongS,OldTallangatta
YarraRangesS,Olinda
ColacOtwayS,Ombersley
SurfCoastS,Ombersley
EastGippslandS,Omeo
EastGippslandS,OmeoValley
ColacOtwayS,Ondit
EastGippslandS,Orbost
MoyneS,Orford
GlenEiraC,Ormond
GreaterSheppartonC,Orrvale
IndigoS,OsbornesFlat
BassCoastS,Outtrim
SouthGippslandS,Outtrim
MilduraRC,Ouyen
AlpineS,Ovens
WangarattaRC,Oxley
WangarattaRC,OxleyFlats
WestWimmeraS,Ozenkadnook
CorangamiteS,Paaratte
LoddonS,Painswick
CardiniaS,Pakenham
CardiniaS,PakenhamSouth
CardiniaS,PakenhamUpper
MilduraRC,Panitya
MoyneS,Panmure
NillumbikS,PantonHill
NorthernGrampiansS,Paradise
WellingtonS,ParadiseBeach
SurfCoastS,Paraparap
ManninghamC,ParkOrchards
MaroondahC,ParkOrchards
KingstonC,Parkdale
MelbourneC,Parkville
MorelandC,Parkville
MeltonS,Parwan
MooraboolS,Parwan
GlenelgS,Paschendale
MorelandC,PascoeVale
MorelandC,PascoeValeSouth
MacedonRangesS,Pastoria
MacedonRangesS,PastoriaEast
MilduraRC,Patchewollock
YarriambiackS,Patchewollock
CampaspeS,Patho
GlenEiraC,Patterson
KingstonC,PattersonLakes
WestWimmeraS,Patyah
EastGippslandS,Paynesville
CaseyC,Pearcedale
MorningtonPeninsulaS,Pearcedale
WellingtonS,Pearsondale
MoiraS,Peechelba
WangarattaRC,Peechelba
WangarattaRC,PeechelbaEast
MoiraS,Pelluebla
ColacOtwayS,Pennyroyal
SurfCoastS,Pennyroyal
MoyneS,Penshurst
SouthernGrampiansS,Penshurst
SwanHillRC,PentalIsland
MooraboolS,PentlandHills
PyreneesS,Percydale
WestWimmeraS,Peronne
WellingtonS,PerryBridge
CorangamiteS,Peterborough
MoyneS,Peterborough
ColacOtwayS,PetticoatCreek
MurrindindiS,PheasantCreek
SwanHillRC,Piangil
CampaspeS,Piavella
MoiraS,Picola
MoiraS,PicolaWest
BawBawS,Piedmont
BulokeS,PierMilan
SthnGrampiansS,PigeonPonds
GoldenPlainsS,Piggoreet
GreaterBendigoC,PilchersBridge
HorshamRC,Pimpinio
CampaspeS,PineGrove
GreaterSheppartonC,PineLodge
TowongS,PineMountain
GannawarraS,PineView
MonashC,Pinewood
BassCoastS,PioneerBay
MacedonRangesS,PipersCreek
SwanHillRC,Pira
MansfieldS,Piries
ColacOtwayS,PirronYallock
CorangamiteS,PirronYallock
GoldenPlainsS,Pitfield
CorangamiteS,Pittong
GoldenPlainsS,Pittong
PyreneesS,Pittong
NillumbikS,Plenty
MeltonS,Plumpton
WyndhamC,PointCook
MorningtonPeninsulaS,PointLeo
GreaterGeelongC,PointLonsdale
QueenscliffeB,PointLonsdale
GreaterGeelongC,PointWilson
SwanHillRC,Polisbet
CorangamiteS,Pomborneit
CorangamiteS,PomborneitEast
CorangamiteS,PomborneitNorth
AraratRC,Pomonal
NorthernGrampiansS,Pomonal
LoddonS,Pompapiel
WestWimmeraS,Poolaijelo
MooraboolS,Pootilla
SouthGippslandS,Poowong
BawBawS,PoowongEast
SouthGippslandS,PoowongEast
BawBawS,PoowongNorth
SouthGippslandS,PoowongNorth
MountAlexanderS,PorcupineFlat
HepburnS,PorcupineRidge
AlpineS,Porepunkah
WellingtonS,PortAlbert
CorangamiteS,PortCampbell
MoyneS,PortFairy
SouthGippslandS,PortFranklin
MelbourneC,PortMelbourne
PortPhillipC,PortMelbourne
SouthGippslandS,PortWelshpool
GreaterGeelongC,Portarlington
GlenelgS,Portland
GlenelgS,PortlandNorth
GlenelgS,PortlandWest
MorningtonPeninsulaS,Portsea
BassCoastS,PoundCreek
SouthGippslandS,PoundCreek
YarraRangesS,Powelltown
WestWimmeraS,PowersCreek
LoddonS,PowlettPlains
BassCoastS,PowlettRiver
MelbourneC,Prahran
StonningtonC,Prahran
LoddonS,Prairie
StrathbogieS,Pranjip
IndigoS,PrenticeNorth
DarebinC,Preston
YarraC,PrincesHill
CorangamiteS,Princetown
MitchellS,Puckapunyal
AraratRC,PuraPura
CorangamiteS,PuraPura
MoyneS,PuraPura
MoyneS,Purdeet
SouthernGrampiansS,Purdeet
MoyneS,Purnim
MoyneS,PurnimWest
CorangamiteS,PurrumbeteSouth
MitchellS,Pyalong
LoddonS,PyramidHill
GannawarraS,Quambatook
WyndhamC,Quandong
HorshamRC,Quantong
GreaterBendigoC,QuarryHill
QueenscliffeB,Queenscliff
BassCoastS,Queensferry
PyreneesS,Raglan
HindmarshS,Rainbow
YarriambiackS,Rainbow
SouthGippslandS,Ranceby
CentralGoldfieldsS,Rathscar
PyreneesS,Rathscar
PyreneesS,RathscarWest
MeltonS,Ravenhall
MountAlexanderS,Ravenswood
MtAlexanderS,RavenswoodSouth
BawBawS,Rawson
EastGippslandS,RaymondIsland
GreaterBendigoC,Raywood
LoddonS,Raywood
IndigoS,RedBluff
MilduraRC,RedCliffs
MorningtonPeninsulaS,RedHill
MorningtonPenS,RedHillSouth
CentralGoldfieldsS,RedLion
BallaratC,Redan
NorthernGrampiansS,Redbank
PyreneesS,Redbank
CampaspeS,Redcastle
GreaterBendigoC,Redcastle
GreaterBendigoC,Redesdale
MountAlexanderS,Redesdale
EastGippslandS,ReedyCreek
MitchellS,ReedyCreek
BulokeS,ReedyDam
GannawarraS,ReedyLake
YarraRangesS,Reefton
DarebinC,RegentWest
NillumbikS,Research
DarebinC,Reservoir
MansfieldS,Reynard
WellingtonS,Reynard
LoddonS,Rheola
BassCoastS,Rhyll
AraratRC,Rhymney
NorthernGrampiansS,Riachella
BulokeS,RichAvon
NthnGrampiansS,RichAvonEast
NthnGrampiansS,RichAvonWest
YarriambiackS,RichAvonWest
YarraC,Richmond
BulokeS,RichmondPlains
LoddonS,RichmondPlains
MacedonRangesS,RiddellsCreek
StrathbogieS,RiggsCreek
MaroondahC,Ringwood
MaroondahC,RingwoodEast
ManninghamC,RingwoodNorth
MaroondahC,RingwoodNorth
BawBawS,Ripplebrook
GreaterGeelongC,Rippleside
MoyneS,Ripponhurst
PortPhillipC,Ripponlea
HorshamRC,Riverside
WellingtonS,Riverslea
WellingtonS,RobertsonsBeach
SwanHillRC,Robinvale
CampaspeS,Rochester
MacedonRangesS,Rochford
MeltonS,Rockbank
SouthernGrampiansS,Rocklands
HepburnS,Rocklyn
AraratRC,RockyPoint
CentralGoldfieldsS,Rodborough
BawBawS,Rokeby
GoldenPlainsS,Rokewood
GoldenPlainsS,RokewoodJunction
MacedonRangesS,Romsey
BanyuleC,Rosanna
WangarattaRC,RoseRiver
YarriambiackS,Rosebery
MoyneS,Rosebrook
MorningtonPeninsulaS,Rosebud
MorningtonPenS,RosebudWest
WellingtonS,Rosedale
NorthernGrampiansS,RosesGap
AlpineS,Rosewhite
CampaspeS,Roslynmead
GoldenPlainsS,RossCreek
AraratRC,Rossbridge
NorthernGrampiansS,Rostron
MooraboolS,Rowsley
KnoxC,Rowville
HumeC,RoxburghPark
MurrindindiS,Rubicon
SouthGippslandS,Ruby
MurrindindiS,Ruffy
StrathbogieS,Ruffy
AlpineS,RunningCreek
CampaspeS,Runnymede
NorthernGrampiansS,Rupanyup
YarriambiackS,Rupanyup
CampaspeS,Rushworth
GoldenPlainsS,RussellsBridge
IndigoS,Rutherglen
BassCoastS,Ryanston
MorningtonPeninsulaS,Rye
CardiniaS,Rythdale
MorningtonPenS,SafetyBeach
HepburnS,SailorsFalls
GreaterBendigoC,SailorsGully
HepburnS,SailorsHill
BanyuleC,SaintHelena
WellingtonS,Sale
WellingtonS,SaleEast
LoddonS,SalisburyWest
BenallaRC,Samaria
BassCoastS,SanRemo
GlenelgS,Sandford
GannawarraS,SandhillLake
FrankstonC,Sandhurst
GreaterBendigoC,SandhurstEast
HepburnS,Sandon
MountAlexanderS,Sandon
GrDandenongC,SandownVillage
BaysideC,Sandringham
IndigoS,SandyCreek
SouthGippslandS,SandyPoint
WellingtonS,Sargood
EastGippslandS,Sarsfield
KnoxC,Sassafras
YarraRangesS,Sassafras
MansfieldS,SawmillSettlement
GoldenPlainsS,Scarsdale
KnoxC,Scoresby
BallaratC,ScotchmansLead
BallaratC,Scotsburn
MooraboolS,Scotsburn
CorangamiteS,ScottsCreek
BulokeS,SeaLake
HobsonsBayC,Seabrook
WellingtonS,Seacombe
FrankstonC,Seaford
HobsonsBayC,Seaholme
WellingtonS,Seaspray
WellingtonS,Seaton
BawBawS,Seaview
GreaterBendigoC,Sebastian
LoddonS,Sebastian
BallaratC,Sebastopol
MaribyrnongC,Seddon
GreaterBendigoC,Sedgwick
YarraRangesS,Selby
AlpineS,Selwyn
ColacOtwayS,SeparationCreek
LoddonS,Serpentine
WestWimmeraS,Serviceton
YarraRangesS,Seville
YarraRangesS,SevilleEast
MitchellS,Seymour
BawBawS,ShadyCreek
EastGippslandS,Shannonvale
NorthernGrampiansS,ShaysFlat
PyreneesS,ShaysFlat
GoldenPlainsS,SheOaks
StrathbogieS,SheansCreek
YarriambiackS,SheepHills
GreaterBendigoC,Shelbourne
LoddonS,Shelbourne
MountAlexanderS,Shelbourne
GoldenPlainsS,Shelford
TowongS,Shelley
HepburnS,ShepherdsFlat
GreaterSheppartonC,Shepparton
GreaterSheppartonC,SheppartonEast
GreaterSheppartonC,SheppartonNorth
YarraRangesS,Sherbrooke
PyreneesS,Shirley
MorningtonPeninsulaS,Shoreham
MacedonRangesS,Sidonia
YarraRangesS,Silvan
BassCoastS,Silverleaves
CampaspeS,Simmie
ColacOtwayS,Simpson
CorangamiteS,Simpson
EastGippslandS,SimpsonsCreek
CentralGoldfieldsS,Simson
ColacOtwayS,SkenesCreek
ColacOtwayS,SkenesCreekNorth
CorangamiteS,Skibo
LoddonS,SkinnersFlat
CorangamiteS,Skipton
FrankstonC,Skye
LoddonS,SlatyCreek
NorthernGrampiansS,SlatyCreek
HepburnS,Smeaton
BassCoastS,SmithsBeach
NillumbikS,SmithsGully
HepburnS,SmokeyTown
AlpineS,Smoko
BallaratC,SmythesCreek
GoldenPlainsS,SmythesCreek
GoldenPlainsS,Smythesdale
WellingtonS,SnakeIsland
PyreneesS,SnakeValley
BallaratC,SoldiersHill
MorningtonPeninsulaS,Somers
HumeC,Somerton
MorningtonPeninsulaS,Somerville
MorningtonPeninsulaS,Sorrento
PortPhillipC,SouthMelbourne
MelbourneC,SouthYarra
StonningtonC,SouthYarra
MelbourneC,Southbank
PortPhillipC,Southbank
MoyneS,SouthernCross
BallaratC,SovereignHill
MooraboolS,SpargoCreek
GreaterBendigoC,SpecimenHill
YarriambiackS,Speed
SwanHillRC,Speewa
HobsonsBayC,Spotswood
GreaterBendigoC,SpringGully
HepburnS,SpringHill
MacedonRangesS,SpringHill
MooraboolS,Springbank
GoldenPlainsS,Springdallah
BulokeS,Springfield
MacedonRangesS,Springfield
WangarattaRC,Springhurst
HepburnS,Springmount
GrDandenongC,Springvale
GrDandenongC,SpringvaleSouth
BrimbankC,StAlbans
GreaterGeelongC,StAlbansPark
NillumbikS,StAndrews
MorningtonPenS,StAndrewsBeach
NorthernGrampiansS,StArnaud
NthnGrampiansS,StArnaudEast
NthnGrampiansS,StArnaudNorth
BassCoastS,StClair
GreaterSheppartonC,StGermains
MoyneS,StHelens
HorshamRC,StHelensPlains
MoiraS,StJames
PortPhillipC,StKilda
GlenEiraC,StKildaEast
PortPhillipC,StKildaEast
PortPhillipC,StKildaWest
GreaterGeelongC,StLeonards
WellingtonS,StaceysBridge
GoldenPlainsS,StaffordshireReef
IndigoS,StaghornFlat
WodongaRC,StaghornFlat
CampaspeS,Stanhope
GreaterSheppartonC,StanhopeSouth
IndigoS,Stanley
GreaterGeelongC,StaughtonVale
AraratRC,Stavely
NorthernGrampiansS,Stawell
YarraRangesS,SteelsCreek
GoldenPlainsS,Steiglitz
BenallaRC,Stewarton
GreaterSheppartonC,Stewarton
EastGippslandS,Stirling
WellingtonS,Stockdale
PyreneesS,StockyardHill
GoldenPlainsS,Stonehaven
AraratRC,Stoneleigh
PyreneesS,Stoneleigh
CentralGoldfieldsS,StonyCreek
HepburnS,StonyCreek
SouthGippslandS,StonyCreek
ColacOtwayS,Stonyford
CorangamiteS,Stonyford
WellingtonS,Stradbroke
HepburnS,Strangways
MountAlexanderS,Strangways
BulokeS,Straten
WellingtonS,Stratford
MurrindindiS,StrathCreek
CampaspeS,Strathallan
BenallaRC,Strathbogie
MansfieldS,Strathbogie
StrathbogieS,Strathbogie
GreaterBendigoC,Strathdale
GlenelgS,Strathdownie
NillumbikS,Strathewen
GreaterBendigoC,Strathfieldsaye
SouthernGrampiansS,Strathkellar
CentralGoldfieldsS,Strathlea
MountAlexanderS,Strathlea
MoiraS,Strathmerton
MooneeValleyC,Strathmore
MooneeValleyC,StrathmoreHeights
AraratRC,Streatham
PyreneesS,Streatham
BawBawS,Strzelecki
SouthGippslandS,Strzelecki
NorthernGrampiansS,StuartMill
KnoxC,Studfield
ColacOtwayS,Sugarloaf
MitchellS,SugarloafCreek
EastGippslandS,SugganBuggan
HepburnS,Sulky
GreaterBendigoC,Summerfield
BassCoastS,Summerlands
HumeC,Sunbury
MitchellS,SundayCreek
BassCoastS,SunderlandBay
MilduraRC,Sunnycliffs
BassCoastS,SunsetStrip
BrimbankC,Sunshine
BrimbankC,SunshineNorth
BrimbankC,SunshineWest
BassCoastS,SurfBeach
BoroondaraC,SurreyHills
WhitehorseC,SurreyHills
NorthernGrampiansS,Sutherland
GoldenPlainsS,SutherlandsCreek
BulokeS,Sutton
MountAlexanderS,SuttonGrange
GreaterGeelongC,SwanBay
SwanHillRC,SwanHill
SwanHillRC,SwanHillWest
QueenscliffeB,SwanIsland
ColacOtwayS,SwanMarsh
EastGippslandS,SwanReach
BenallaRC,Swanpool
NorthernGrampiansS,Swanwater
NthnGrampiansS,SwanwaterWest
EastGippslandS,SwiftsCreek
BrimbankC,Sydenham
LoddonS,Sylvaterre
MonashC,Syndal
EastGippslandS,Tabberabbera
StrathbogieS,Tabilk
SouthernGrampiansS,Tabor
MurrindindiS,Taggerty
GlenelgS,Tahara
SouthernGrampiansS,Tahara
GlenelgS,TaharaBridge
GlenelgS,TaharaWest
CentralGoldfieldsS,Talbot
TowongS,Talgarno
TowongS,Tallandoon
TowongS,Tallangatta
TowongS,TallangattaEast
TowongS,TallangattaSouth
TowongS,TallangattaValley
MitchellS,Tallarook
GreaterSheppartonC,Tallygaroopna
EastGippslandS,TamboCrossing
EastGippslandS,TamboUpper
EastGippslandS,Tamboon
WellingtonS,Tamboritha
BenallaRC,Taminick
StrathbogieS,Tamleugh
GreaterSheppartonC,TamleughNorth
CorangamiteS,Tandarook
LoddonS,Tandarra
IndigoS,Tangambalanga
BawBawS,Tanjil
BawBawS,TanjilBren
BawBawS,TanjilSouth
LatrobeC,TanjilSouth
MacedonRangesS,Tantaraboo
PyreneesS,Tanwood
ColacOtwayS,Tanybryn
HepburnS,Taradale
MacedonRangesS,Taradale
MountAlexanderS,Taradale
MitchellS,Tarcombe
StrathbogieS,Tarcombe
HepburnS,Tarilta
MountAlexanderS,Tarilta
CampaspeS,Taripta
LoddonS,Tarnagulla
WyndhamC,Tarneit
BenallaRC,Tarnook
CorangamiteS,Taroon
MoyneS,Taroon
WellingtonS,TarraValley
HindmarshS,Tarranyurk
WellingtonS,Tarraville
YarraRangesS,Tarrawarra
WangarattaRC,Tarrawingee
SthnGrampiansS,Tarrayoukyan
WestWimmeraS,Tarrayoukyan
MountAlexanderS,Tarrengower
SouthernGrampiansS,Tarrenlea
SouthernGrampiansS,Tarrington
MoyneS,Tarrone
SouthGippslandS,Tarwin
SouthGippslandS,TarwinLower
BenallaRC,Tatong
WangarattaRC,Tatong
GreaterSheppartonC,Tatura
GreaterSheppartonC,TaturaEast
AraratRC,Tatyoon
AlpineS,Tawonga
AlpineS,TawongaSouth
MurrindindiS,TaylorBay
MeltonS,TaylorsHill
BrimbankC,TaylorsLakes
GannawarraS,TealPoint
YarraRangesS,Tecoma
BulokeS,Teddywaddy
BulokeS,TeddywaddyWest
GoldenPlainsS,Teesdale
HorshamRC,TelangatukEast
MoiraS,Telford
WestWimmeraS,TelopeaDowns
ManninghamC,Templestowe
ManninghamC,TemplestoweLower
