Historical Hotel,City,,,,,,,,,,
Royal,MELTON,,,,,,,,,,
Raglan,MELTON,,,,,,,,,,
Golden Fleece,MELTON,,,,,,,,,,
Royal,MELTON,,,,,,,,,,
Minns,MELTON,,,,,,,,,,
Royal,MELTON,,,,,,,,,,
Minns,MELTON,,,,,,,,,,
Golden Fleece,MELTON,,,,,,,,,,
Royal,MELTON,,,,,,,,,,
Minns,MELTON,,,,,,,,,,
Raglan,MELTON,,,,,,,,,,
Golden Fleece,MELTON,,,,,,,,,,
Miners,MELTON,,,,,,,,,,
Raglan,MELTON,,,,,,,,,,
Royal,MELTON,,,,,,,,,,
Raglan,MELTON,,,,,,,,,,
Minns,MELTON,,,,,,,,,,
Golden Fleece,MELTON,,,,,,,,,,
Royal,MELTON,,,,,,,,,,
Raglan,MELTON,,,,,,,,,,
Minns,MELTON,,,,,,,,,,
Golden Fleece,MELTON,,,,,,,,,,
Royal,MELTON,,,,,,,,,,
Golden Fleece,MELTON,,,,,,,,,,
Minns,MELTON,,,,,,,,,,
Royal,MELTON,,,,,,,,,,
Rose & Crown,MELTON,,,,,,,,,,
Golden Fleece,MELTON,,,,,,,,,,
Minns,MELTON,,,,,,,,,,
Golden Fleece,MELTON,,,,,,,,,,
Commercial,MILDURA,,,,,,,,,,
Commercial,MILDURA,,,,,,,,,,
Grand,MILDURA,,,,,,,,,,
Grand,MILDURA,,,,,,,,,,
Grand,MILDURA,,,,,,,,,,
Wintersun,MILDURA,,,,,,,,,,
Wintersun,MILDURA,,,,,,,,,,
Farmers Arms,NHILL,,,,,,,,,,
Union,NHILL,,,,,,,,,,
Commercial,NHILL,,,,,,,,,,
Farmers Arms,NHILL,,,,,,,,,,
Royal,NHILL,,,,,,,,,,
Union,NHILL,,,,,,,,,,
New Treasury,NHILL,,,,,,,,,,
Commercial,NHILL,,,,,,,,,,
Royal,NHILL,,,,,,,,,,
Union,NHILL,,,,,,,,,,
Farmers Arms,NHILL,,,,,,,,,,
New Treasury,NHILL,,,,,,,,,,
Royal,NHILL,,,,,,,,,,
Commercial,NHILL,,,,,,,,,,
New Treasury,NHILL,,,,,,,,,,
Farmers Arms,NHILL,,,,,,,,,,
Union,NHILL,,,,,,,,,,
New Treasury,NHILL,,,,,,,,,,
New Treasury,NHILL,,,,,,,,,,
Farmers Arms,NHILL,,,,,,,,,,
New Treasury,NHILL,,,,,,,,,,
Royal,NHILL,,,,,,,,,,
Royal,NHILL,,,,,,,,,,
Royal,NHILL,,,,,,,,,,
Royal,NHILL,,,,,,,,,,
Tattersalls,NHILL,,,,,,,,,,
Tattersalls,NHILL,,,,,,,,,,
Latrobe Inn,PAKENHAM,,,,,,,,,,
Latrobe Inn,PAKENHAM,,,,,,,,,,
Pakenham,PAKENHAM,,,,,,,,,,
Pakenham,PAKENHAM,,,,,,,,,,
Pakenham,PAKENHAM,,,,,,,,,,
Pakenham,PAKENHAM,,,,,,,,,,
Bourkes,PAKENHAM,,,,,,,,,,
Latrobe Inn,PAKENHAM,,,,,,,,,,
Latrobe Inn,PAKENHAM,,,,,,,,,,
Bourkes,PAKENHAM,,,,,,,,,,
Gippsland,PAKENHAM,,,,,,,,,,
Bourkes,PAKENHAM,,,,,,,,,,
Gippsland,PAKENHAM,,,,,,,,,,
Gembrook Pakenham,PAKENHAM,,,,,,,,,,
Bourkes,PAKENHAM,,,,,,,,,,
Gembrook Pakenham,PAKENHAM,,,,,,,,,,
Bourkes,PAKENHAM,,,,,,,,,,
Bourkes,PAKENHAM,,,,,,,,,,
Bourkes,PAKENHAM,,,,,,,,,,
Gembrook Pakenham,PAKENHAM,,,,,,,,,,
Bourkes,PAKENHAM,,,,,,,,,,
Gembrook Pakenham,PAKENHAM,,,,,,,,,,
Gembrook Pakenham,PAKENHAM,,,,,,,,,,
Pakenham,PAKENHAM,,,,,,,,,,
Pakenham,PAKENHAM,,,,,,,,,,
Pakenham,PAKENHAM,,,,,,,,,,
Pakenham,PAKENHAM,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Rising Sun,PORT FAIRY,,,,,,,,,,
Merrijig Inn,PORT FAIRY,,,,,,,,,,
Merrijig Inn,PORT FAIRY,,,,,,,,,,
Royal Merrijig Inn,PORT FAIRY,,,,,,,,,,
Belfast Inn,PORT FAIRY,,,,,,,,,,
Merrijig Inn,PORT FAIRY,,,,,,,,,,
Royal Merrijig Inn,PORT FAIRY,,,,,,,,,,
Belfast Inn,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Merrijig Inn,PORT FAIRY,,,,,,,,,,
Farmers,PORT FAIRY,,,,,,,,,,
Royal Merrijig Inn,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Belfast,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Farmers,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Belfast,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Belfast,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Belfast,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Farmers,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Belfast,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Farmers,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
Belfast,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Farmers Inn,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Merrijig Inn,PORT FAIRY,,,,,,,,,,
New Inn,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Market,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Victoria,PORT FAIRY,,,,,,,,,,
New Inn,PORT FAIRY,,,,,,,,,,
Stag,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Market,PORT FAIRY,,,,,,,,,,
Victoria,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
Market,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Tennysons,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Victoria,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Victoria,PORT FAIRY,,,,,,,,,,
Market,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Tennysons,PORT FAIRY,,,,,,,,,,
Tennysons,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Tennysons,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Tennysons,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Victoria,PORT FAIRY,,,,,,,,,,
Market,PORT FAIRY,,,,,,,,,,
Tennysons,PORT FAIRY,,,,,,,,,,
White Hart,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Bank,PORT FAIRY,,,,,,,,,,
New Inn,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Tennysons,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Caledonian,PORT FAIRY,,,,,,,,,,
Victoria,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Union,PORT FAIRY,,,,,,,,,,
Commercial,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Star of the West,PORT FAIRY,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
McKenzies Family,PORTLAND,,,,,,,,,,
Golden Fleece,PORTLAND,,,,,,,,,,
Golden Fleece,PORTLAND,,,,,,,,,,
Golden Fleece,PORTLAND,,,,,,,,,,
Portland Bay,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Portland Inn,PORTLAND,,,,,,,,,,
Steam Packet Inn,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Union Inn,PORTLAND,,,,,,,,,,
Golden Fleece,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Golden Fleece,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Portland Bay,PORTLAND,,,,,,,,,,
Halfway House,PORTLAND,,,,,,,,,,
Golden Fleece,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Tasmanian Inn,PORTLAND,,,,,,,,,,
Tasmanian Inn,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Union Inn,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Builders Arms,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Steam Packet,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Portland Inn,PORTLAND,,,,,,,,,,
Star,PORTLAND,,,,,,,,,,
Portland Inn,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Tasmanian,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Tasmanian,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Caledonian Inn,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
McKenzies Family,PORTLAND,,,,,,,,,,
Royal,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Lotts Family,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Builders Arms,PORTLAND,,,,,,,,,,
Tasmanian,PORTLAND,,,,,,,,,,
Union,PORTLAND,,,,,,,,,,
Lamb,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Tasmanian,PORTLAND,,,,,,,,,,
Victoria,PORTLAND,,,,,,,,,,
Forest Inn,PORTLAND,,,,,,,,,,
Portland Bay,PORTLAND,,,,,,,,,,
Tasmanian Inn,PORTLAND,,,,,,,,,,
Golden Fleece,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Union Inn,PORTLAND,,,,,,,,,,
Steam Packet Inn,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Victoria,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Star,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Commercial,PORTLAND,,,,,,,,,,
Lotts Family,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Victoria,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Victoria,PORTLAND,,,,,,,,,,
Commercial Inn,PORTLAND,,,,,,,,,,
Wheatsheaf,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Britannia,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Gordon,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Gordon,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Builders Arms,PORTLAND,,,,,,,,,,
Gordon,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Gordon,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Portland,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
London,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Builders Arms,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Club,PORTLAND,,,,,,,,,,
Macs,PORTLAND,,,,,,,,,,
Gordon,PORTLAND,,,,,,,,,,
Richmond Family,PORTLAND,,,,,,,,,,
Gordon,PORTLAND,,,,,,,,,,
Lamb Inn,PORTLAND,,,,,,,,,,
Palace,QUEENSCLIFF,,,,,,,,,,
Halfway House,QUEENSCLIFF,,,,,,,,,,
Commercial,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Swan Hill House,QUEENSCLIFF,,,,,,,,,,
Barkly Arms,QUEENSCLIFF,,,,,,,,,,
Australian,QUEENSCLIFF,,,,,,,,,,
Swan Hill House,QUEENSCLIFF,,,,,,,,,,
Barkly Arms,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Family,QUEENSCLIFF,,,,,,,,,,
Australian,QUEENSCLIFF,,,,,,,,,,
Family,QUEENSCLIFF,,,,,,,,,,
Australasian,QUEENSCLIFF,,,,,,,,,,
Barkly Arms,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Australian,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Family,QUEENSCLIFF,,,,,,,,,,
Victoria,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Australian,QUEENSCLIFF,,,,,,,,,,
Commercial,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Palace,QUEENSCLIFF,,,,,,,,,,
Esplanade,QUEENSCLIFF,,,,,,,,,,
Esplanade,QUEENSCLIFF,,,,,,,,,,
Palace,QUEENSCLIFF,,,,,,,,,,
Australian,QUEENSCLIFF,,,,,,,,,,
Australasian,QUEENSCLIFF,,,,,,,,,,
Barkly Arms,QUEENSCLIFF,,,,,,,,,,
Barkly,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Palace,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Ozone,QUEENSCLIFF,,,,,,,,,,
Grand,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Victoria,QUEENSCLIFF,,,,,,,,,,
Esplanade,QUEENSCLIFF,,,,,,,,,,
Grand,QUEENSCLIFF,,,,,,,,,,
Queenscliff,QUEENSCLIFF,,,,,,,,,,
Queenscliff,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Grand,QUEENSCLIFF,,,,,,,,,,
Ozone,QUEENSCLIFF,,,,,,,,,,
Esplanade,QUEENSCLIFF,,,,,,,,,,
Bendigo,QUEENSCLIFF,,,,,,,,,,
Victoria,QUEENSCLIFF,,,,,,,,,,
Grand,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Esplanade,QUEENSCLIFF,,,,,,,,,,
Bendigo,QUEENSCLIFF,,,,,,,,,,
Ozone,QUEENSCLIFF,,,,,,,,,,
Victoria,QUEENSCLIFF,,,,,,,,,,
Esplanade,QUEENSCLIFF,,,,,,,,,,
Bendigo,QUEENSCLIFF,,,,,,,,,,
Victoria,QUEENSCLIFF,,,,,,,,,,
Queenscliff,QUEENSCLIFF,,,,,,,,,,
Victoria,QUEENSCLIFF,,,,,,,,,,
Ozone,QUEENSCLIFF,,,,,,,,,,
Royal,QUEENSCLIFF,,,,,,,,,,
Ozone,QUEENSCLIFF,,,,,,,,,,
Esplanade,QUEENSCLIFF,,,,,,,,,,
Ozone,QUEENSCLIFF,,,,,,,,,,
Ozone,QUEENSCLIFF,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Shamrock,SALE,,,,,,,,,,
Woolpack,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Woolpack,SALE,,,,,,,,,,
Woolpack Inn,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Woolpack,SALE,,,,,,,,,,
Woolpack,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Turf,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Turf,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Royal,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Shamrock,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Woolpack Inn,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Turf,SALE,,,,,,,,,,
Adelphi,SALE,,,,,,,,,,
Sale,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Shamrock,SALE,,,,,,,,,,
Prince of Wales,SALE,,,,,,,,,,
Turf,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Railway,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Royal Oak,SALE,,,,,,,,,,
Market,SALE,,,,,,,,,,
Crown,SALE,,,,,,,,,,
La Trobe,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Woolpack,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Railway,SALE,,,,,,,,,,
Crown,SALE,,,,,,,,,,
Ballarat,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Prince of Wales,SALE,,,,,,,,,,
Adelphi,SALE,,,,,,,,,,
Sale,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Railway,SALE,,,,,,,,,,
Royal Oak,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Railway,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Crown,SALE,,,,,,,,,,
Victoria,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Railway,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Ballarat,SALE,,,,,,,,,,
Royal Oak,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Prince of Wales,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Crown,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Prince of Wales,SALE,,,,,,,,,,
Railway,SALE,,,,,,,,,,
La Trobe,SALE,,,,,,,,,,
Adelphi,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Swan,SALE,,,,,,,,,,
Sale,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Turf,SALE,,,,,,,,,,
Victoria,SALE,,,,,,,,,,
Prince of Wales,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Crown,SALE,,,,,,,,,,
Ballarat,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Market,SALE,,,,,,,,,,
Sale,SALE,,,,,,,,,,
La Trobe,SALE,,,,,,,,,,
Royal Oak,SALE,,,,,,,,,,
Albion,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Ballarat,SALE,,,,,,,,,,
Market,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Railway,SALE,,,,,,,,,,
Swan,SALE,,,,,,,,,,
Ballarat,SALE,,,,,,,,,,
La Trobe,SALE,,,,,,,,,,
Market,SALE,,,,,,,,,,
Prince of Wales,SALE,,,,,,,,,,
Royal Exchange,SALE,,,,,,,,,,
Victoria,SALE,,,,,,,,,,
Adelphi,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Turf,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Sale,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Railway,SALE,,,,,,,,,,
Swan,SALE,,,,,,,,,,
Victoria,SALE,,,,,,,,,,
Crown,SALE,,,,,,,,,,
Sale,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Criterion,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Crown,SALE,,,,,,,,,,
Crown,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Club,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Star,SALE,,,,,,,,,,
Terminus,SHEPPARTON,,,,,,,,,,
Emu Punt Inn,SHEPPARTON,,,,,,,,,,
Shepparton,SHEPPARTON,,,,,,,,,,
Prince of Wales,SHEPPARTON,,,,,,,,,,
Shepparton,SHEPPARTON,,,,,,,,,,
Prince of Wales,SHEPPARTON,,,,,,,,,,
Shepparton,SHEPPARTON,,,,,,,,,,
Royal Mail,SHEPPARTON,,,,,,,,,,
Prince of Wales Hotel Store & Punt,SHEPPARTON,,,,,,,,,,
Criterion,SHEPPARTON,,,,,,,,,,
